Values: 
First vector      Second vector
-3.645229957     3.3500859
4.688677711     -2.78965957
-1.918329495     0.4722059637
-3.11618024     4.928813019
4.964613255     4.67694937
2.258389632     4.811096918
-3.901382492     2.981058567
-2.029705504     -4.952165156
-3.875354839     1.397633571
3.784306454     0.03662677705
2.979286152     -1.387059987
-2.880756676     1.813595386
-1.012614801     2.406472447
-0.2524131938     -0.7791231889
-3.26134828     -1.980868731
2.972799152     -1.834495552
3.724288201     -3.508860236
4.940684943     3.219032648
-3.748172355     2.637500126
-0.09410960379     1.636055205
-3.741033665     -2.897909255
-4.487835742     -4.635587484
-0.9126883904     -0.4201084457
-0.1243107313     2.939749715
4.208747912     3.075310254
2.057742517     -4.971815674
2.107038751     1.439609565
-0.439671755     2.739171289
0.737546666     3.767574151
3.081754901     -4.822261044
3.212459916     3.208407842
4.400740288     -0.8733348509
-0.7683488357     0.8095667766
-3.419424154     2.617312137
-2.698439355     3.097345487
4.885216008     -1.675517177
-2.001682942     -4.864608733
-2.827621605     4.073647178
3.48467792     4.550175735
2.788977101     4.874596269
-4.324046189     2.935975815
0.9450356117     2.327987253
1.952328838     1.798197907
-1.076795308     0.6155744236
-2.919319429     0.2737145861
-0.9579148188     -1.472375919
0.9282387852     -1.436548394
4.649663721     -3.455615826
-1.050917894     -1.127040949
2.269547216     -1.114301925
4.274928417     -0.6388243502
3.62678187     1.203600132
-3.804528189     -0.2804319826
-1.597803009     0.298419885
2.161007097     4.883793976
2.204934613     4.12577492
0.05498505251     0.5826875635
0.03190021066     -0.3752579358
0.4659196188     -0.5241559795
3.544509867     1.042314843
-0.01455813621     4.799256048
-4.656826868     4.770020346
-1.368135391     1.795196938
-1.537666069     3.558751364
-4.549404559     1.601194944
2.499409731     -3.670039687
4.823605637     -4.046448257
-2.173267093     3.021114692
-4.224429706     1.27384338
-4.919060882     1.802870594
0.3393310794     -0.6133316815
-3.004487836     -3.619986739
-1.17667063     2.624212848
-4.595288885     -2.470440259
0.04770994695     3.226049517
4.817231224     3.234554145
-1.981726918     -4.520557146
-2.521523974     0.4405610182
3.877261328     -1.561604641
-4.667314318     -3.371278764
3.773639146     -2.896981311
-2.272469634     -0.07558011356
-2.765800576     -0.0969850362
4.549433743     1.519686719
2.575036361     -0.6475431401
0.528812083     -4.468474296
-1.774892558     -0.9501861641
4.084336148     3.091372431
-2.417041022     -3.701534749
-0.06673149381     -1.214995711
2.184699498     -2.121950157
1.234355771     3.118739808
-1.874920203     -1.142894781
-1.560702484     3.157690646
1.692851372     -1.205811633
-0.4150309951     -1.963860286
4.105649862     -0.113822854
2.557898963     -3.919380844
-1.06410148     3.701867653
-1.391392865     4.171179158
0.438055032     -3.598561621
-3.001271298     4.489250867
4.901099548     -2.599240502
-4.834794156     -1.113848277
2.796893673     -0.2336192839
0.4013800579     -4.815491565
4.001831984     -3.055046163
3.859981191     -0.5877653575
-3.5217099     -2.604975365
2.996531751     -0.2698493972
-4.101768436     1.445505337
1.33063665     0.8438223325
2.266543812     -1.453618668
1.804066446     2.073215237
-3.376714817     -3.662636153
-0.5044392762     -4.579458746
2.973641065     -3.324442101
3.312142874     -1.750364643
1.557798975     -0.7981004838
2.819091518     -3.868074639
4.93534718     -3.184270209
2.629314169     -2.340793458
-2.558617357     -3.992615084
-1.556720812     -2.183726589
4.686403755     -2.862272613
1.059282101     -2.734486802
-3.100944982     -0.9842852172
-0.8670936933     -3.298477212
-2.009481844     1.364685684
-3.484258416     2.692431791
3.839686008     4.592216054
-4.819337297     0.8284638468
2.668540855     -1.722022348
-3.709338358     -2.080392158
3.471096489     -2.692356073
0.01974385489     -4.984020959
-4.874611966     -2.134134227
-4.01300958     -1.15244793
-1.446513082     2.199709358
-4.345549353     0.1385918637
-0.7602166686     1.898012594
-2.460568937     -0.984804408
-2.355234483     4.342505863
-0.2747475854     1.109161945
-0.115981142     0.1451956704
-2.54980751     -1.669947593
0.02362376285     0.9605793353
-1.898440021     4.629975211
-2.675996453     2.469042064
-1.774670408     -1.817678589
4.524720339     0.3472104568
3.718051526     4.346026499
1.671140831     -2.103105944
-4.344755384     -2.681113838
2.047237204     -3.048925988
-0.777816112     4.360550641
-3.577827956     1.431810047
-0.2726786053     -0.6306708943
-2.556803598     0.0591941523
4.069440931     -4.234960265
2.139039205     1.172049168
-3.109158054     -1.030181938
-2.223359428     3.580993014
4.089365747     1.17279085
-3.191812973     0.1502371967
3.246317064     -1.406755623
3.161170208     -2.066117562
-3.27882189     -0.07210412736
-3.046752307     3.643074923
-2.958028332     1.162722761
3.780505508     -1.075309133
4.465772552     -3.333017314
4.718774006     0.6396489461
0.983689119     -3.687781496
0.6677739541     0.5438027088
-1.895100394     -3.793510691
2.377908201     -2.572763475
3.228591473     -3.145240288
-1.873230615     3.817254147
1.742129461     2.392975567
-4.374567596     -3.684384384
-4.100470913     -4.916855547
-0.4348958815     1.343033208
0.2976299228     -0.02130571524
-1.642021015     -2.471766507
-2.663245586     -3.268369682
0.959810303     2.268931438
3.775730928     2.071597267
-2.652343967     -0.2200425364
-4.81788237     2.473311987
1.547235815     -4.219330577
-0.2723089917     4.964750671
0.3209752213     3.994360063
2.729009273     -2.962403041
4.071086223     -1.251874387
3.48088888     -1.733007541
-1.732633398     1.592106198
0.8676498234     -4.510167977
2.699656655     -0.0824782897
-0.1181598493     -0.7087342926
-1.052722846     2.764538015
4.747543865     2.485051594
1.345020038     -4.278197413
1.333632969     0.2892063256
-2.038323488     -1.746721309
1.311199243     4.945054226
0.1604782683     2.244539137
-2.544252517     -1.676608843
2.486091155     1.829664855
1.812713705     -4.211576277
-0.410637125     1.981468593
-4.321151685     -4.30859947
0.2704281783     -2.379512013
-0.1662483755     -3.691945356
-4.055592314     -3.796183181
4.698372058     2.562816455
-2.318236214     2.249059835
-0.8423748933     -0.2528159817
-4.445585736     1.137441431
-0.09380815156     4.044748671
4.352142702     4.182766197
-1.961747288     2.901017768
-2.737725921     -0.5104813753
0.1010891299     -2.693680746
2.1188078     4.844526098
1.552132482     -2.273330172
-0.3098443675     -4.969987947
-0.5357606698     4.709441503
-1.953364999     -2.848909554
-2.524149279     3.064510266
-0.1362890141     -0.9249808436
-2.843707058     0.4025208697
2.230242375     -2.163060839
0.4286209731     2.559246849
-1.680227136     3.017629734
3.570724319     -4.851082997
3.849426653     0.9308694077
-4.13782771     4.248759424
4.137195721     4.807567751
4.000221094     4.49714584
4.345219547     -4.91675729
2.777940311     -4.740411223
0.8787704963     1.497807707
-1.717635451     -3.88920638
-3.757273423     4.73915059
0.3322947059     1.623002818
2.082576325     -4.312614202
-2.940444216     -0.6657032333
-4.888074135     -4.307374743
-1.5693819     -1.877699195
4.92742615     -2.309356638
3.570662413     -1.443890849
2.467682798     3.448562697
-2.828613767     4.649521791
2.121926531     4.826678679
2.59899005     -3.067396251
-1.474104888     -3.036996583
3.320679272     4.525947671
2.673700518     3.619688093
-0.443362626     -1.673161606
3.382599634     0.5430878965
-3.791344272     -2.878162703
-0.0876074456     -0.903452023
2.595114896     -1.429357741
2.717860558     4.815404052
3.461617221     3.346216255
-1.328055185     -4.493740558
4.755616001     3.425892935
3.694603884     -4.245015675
-4.676239316     1.139318062
2.356802857     1.155278043
1.626300795     4.512644264
-2.341124853     4.193857265
-3.816034523     -1.869342941
3.721153998     -2.663563037
3.080584946     0.5653176675
4.435923106     0.03703462822
1.664168251     -3.470342674
4.732287748     1.337669074
-3.21350217     -4.258571958
-0.05025219679     2.859799074
-0.3532026105     3.83031661
1.473688995     4.032409695
-4.940263853     1.935618084
0.8508964451     -3.946387076
4.903198967     -2.700079747
-1.670921663     1.893828513
4.614207459     -2.734009067
4.242414059     3.762461911
-0.6825547086     -0.2911259141
0.6210247998     3.376154122
-3.516911209     1.392781828
4.955936871     1.393941034
-0.6048167526     -4.7161165
-4.168490985     0.303671852
2.820015136     2.366452252
-3.098390326     -2.381727365
-0.4775523169     -0.399731152
1.736371431     -3.230469277
-3.121691646     -4.035131875
-1.761253928     -3.29673505
-4.752659272     3.306429846
-2.551716157     -3.579649926
-3.445580323     -1.969892753
-4.664276824     -0.907106181
2.831236454     -0.5662808824
-4.825117889     -2.142156345
4.513967011     -3.286849758
-4.058501689     -2.260882519
-2.98636064     2.531163552
3.008794209     0.8608418717
-0.03005480336     0.909732449
0.687915229     -3.149019939
4.016566401     -4.755378534
-2.356235257     2.825152636
0.9970211908     0.5621543657
-4.034672536     4.267870401
-1.016086829     -4.600970596
0.8511677777     -0.867850642
-3.704665855     1.089389751
-4.44593584     3.482957579
-0.4793608141     -0.1498562153
-4.325531457     -2.789941162
1.443647264     4.758318251
4.493423435     2.36472491
-0.7914638772     1.857338346
1.862160836     -2.687337343
4.947747531     -0.6440692778
2.437926335     -1.619494617
-1.370842314     4.898832518
2.25078278     3.375066518
-1.019645753     3.51695742
-3.283970849     4.473942572
-1.491033541     -1.151213665
-1.002699725     2.183664272
3.359175296     4.508742439
-4.360185407     1.645256742
-3.236884642     -1.290419317
-3.316000931     -3.867973084
-3.474265572     -1.044832147
-1.035248719     -4.720355023
-0.4996773231     -4.014562157
4.160178113     -0.3368298247
2.491287952     2.293292788
2.363069465     1.565482885
-2.841967346     -4.485073537
-4.41301459     -0.7859317602
3.104104156     -1.831808727
3.840916502     -0.9089187774
-2.984330109     -4.745003384
-4.335595575     1.76396796
-4.189245158     -1.705884655
-1.304202238     2.968574758
-3.235147822     -4.072895527
-4.40385469     -2.13093366
2.159859     -0.06458153822
4.051245264     -0.9544693981
-4.326236971     -1.249753504
3.48578568     -1.352919064
-3.573888201     -0.7830044485
3.689625578     4.970413997
0.3369248869     -1.054336451
-1.677336541     -4.56968219
3.56515331     -3.19306894
-1.666838402     -0.6863564498
-1.725392824     -2.474097104
-3.684349484     -4.094782835
4.521431393     -2.204555803
0.7815892193     -1.46990016
-1.830376337     2.767401143
-1.29820484     -3.085135268
-4.889754191     -1.077255206
4.066733274     4.872831737
2.089234434     1.379527769
1.210545199     4.25094771
3.807479198     -4.805476791
2.204051877     0.9107682396
-4.434888479     1.387782658
-2.035284514     -0.3544002095
4.479332293     0.5193245708
0.03410313193     -3.666635235
2.131253516     4.251001272
4.035488176     1.362923615
-1.580309646     1.636533693
1.596103928     -2.295617763
1.422801166     -0.707462118
3.022126916     -1.678164374
2.105066235     1.542779493
-2.593447276     4.191172425
1.03837304     -1.167545183
2.801254961     -0.04995259094
3.850606087     -1.020123979
-2.220622295     -2.574736219
-4.98508707     -1.050127629
-2.980026337     2.720747586
1.084567445     2.790569424
-0.006077941762     -1.154887963
3.307309145     -3.72042804
-2.503349637     0.03152600743
-3.717885735     4.786866261
2.268693151     -2.766009778
1.825770186     -0.5129197447
1.720589255     4.093655533
3.387621388     -2.881105946
4.510701731     3.77891618
2.090703386     4.707134092
-0.7709059521     3.372764047
-4.066807013     1.734266367
-4.016293927     1.974916019
-2.840486829     2.778300169
-4.192633932     -0.9469883531
-2.925095602     -4.149673299
0.1918253437     4.784873087
-3.339097874     4.184744797
-1.952481006     0.808893751
3.438776954     -1.119277493
-4.939864576     -4.900801813
-3.016271779     -1.066179214
-3.034794073     3.35258317
2.797389951     -4.227965988
-2.085801169     -2.245197893
1.217059917     4.21171192
-2.74581634     -2.152044434
-4.153662427     -1.722029253
-4.479011613     1.10884359
0.4457275013     -1.520962089
0.2696657837     4.998612966
3.552493648     4.029634545
-3.711945201     1.158180724
3.303415068     4.87830828
1.456185809     2.503323
2.573719172     1.666441785
0.4002750224     2.302547065
2.797417913     -0.1135296614
0.9375866808     4.671731559
-4.216223303     -4.648308519
-1.277886582     -4.220865912
2.8418741     -0.2288008422
-0.5934759762     -2.182068737
0.1680500971     -1.321394043
-3.821085118     0.9862499548
-4.83417304     -0.3222281947
-3.934919207     -1.612708833
-4.131080175     -2.948420408
0.1777902546     -0.2322079458
-4.648097824     3.531390727
4.506138613     3.529354623
4.803003189     3.623074211
3.213070225     4.186241625
0.9823175058     3.267744492
0.3760613431     4.131385058
-3.322176947     -4.811113834
3.565001365     3.41376715
2.881869728     2.295185344
2.345474757     0.864633861
0.6322989896     4.242325286
1.052371774     -3.986778474
1.190145549     2.338201276
-2.090358211     -1.813751365
0.7389281935     1.412637431
-4.445783271     4.799147833
2.925165641     1.391802429
-1.756736379     4.726790433
0.05234961062     4.214434008
0.6961180885     -0.5365339424
4.644654827     -3.798032599
4.849238373     -2.700301836
0.9699592964     0.70347741
2.646436877     -0.8781738895
-4.441151991     0.06001708276
-3.279587285     0.2902597369
0.3451704251     1.826849513
-0.275722524     -1.691855759
-1.254850409     -3.620741139
2.293897299     -1.70700598
1.605067691     -4.362564225
4.073856759     -3.953418526
-4.007485915     -1.07479769
1.656693888     -0.04401597301
-0.3760785966     -2.887136508
-0.9049718296     -3.92275495
-0.1067889758     -3.881769873
-1.414012447     -2.093376062
-1.721964354     -2.409712632
0.4520721365     -4.303682125
-4.82658488     -3.650808095
3.965398857     2.423225837
1.03663204     4.528853686
4.141628486     -2.576485263
4.020676861     -0.5686641828
0.6268228189     -1.488629355
-4.633219133     0.6378333591
-1.528109222     2.717218703
1.301894492     3.926086981
3.619935455     -1.623879199
1.637819119     1.843613975
-0.9991895529     -4.816078937
-4.959140002     -1.097014782
4.999415777     -2.999354677
1.280427289     4.194825785
3.527824293     3.278420475
4.236111701     -2.241303557
1.450097241     -0.8181183515
4.920460434     -0.292544467
1.753359379     4.333301469
0.7110298127     -0.6165768329
-1.799538617     4.154638988
4.821081049     -2.202949145
-4.802227888     -1.637013424
3.861474998     -3.887347325
-1.879226239     0.2482484592
-3.806248957     2.608764804
-1.873467618     -2.110130386
-1.741896566     -0.8834287702
-2.366455193     -0.1358163185
-2.732913949     4.313009011
-4.554530299     4.764749661
2.82995617     -0.4947621077
-2.860373719     -3.969020023
0.4499044702     0.3608718224
1.679349084     -4.191666745
1.467773231     -3.542575088
-0.9690770488     4.184395284
-0.7655348838     1.423154572
1.156541694     2.996470688
-0.5725520686     2.00246953
3.190640735     -2.34639117
-4.442946125     2.074868655
3.006655719     4.673053352
4.920518177     -4.577622969
4.232628108     -4.371795472
-1.185104074     -3.722810096
-0.6083944414     -4.913974419
3.74003306     3.870141225
0.1849535886     -1.942222966
-1.036045333     -0.9735977261
-2.750506904     0.5129953841
-2.141047708     -1.287684521
-4.505402897     3.141430442
1.212985538     -1.891876588
-2.709031691     -0.6918614902
2.245167384     3.620681741
1.821116343     0.7721462044
3.019684077     -3.329103112
1.37494323     4.915809522
4.093771953     -0.2611136693
1.101486067     3.978144016
2.124806152     -0.7442682553
0.276575564     -2.7141078
3.945813685     -3.912150039
4.499081077     -1.019198916
-4.719689342     -0.5293336118
-2.940828568     3.90864779
4.404095651     -4.240229948
-3.6146921     0.1399432955
3.670865885     3.062704779
3.400459603     4.166260835
3.245345591     1.561760423
4.035938282     -2.214425002
3.242417057     1.832976204
2.168309274     2.808809737
1.62260718     2.508070898
-2.97859017     0.6878285154
1.486090855     1.978053311
1.375211567     3.091302663
2.893385744     2.253770624
-4.728922336     4.530982047
-3.636330167     -2.91085325
-3.692745069     3.713931691
3.889331262     -4.936304653
1.953567668     3.198011493
1.544119271     -0.3987177489
2.331179333     0.6695487604
-0.562278777     0.2568060145
0.659051379     1.409039767
0.9603473118     2.672012142
1.781067658     -3.657853343
-2.491690658     -1.686453308
-3.165337328     0.9522134877
2.743015376     -1.556751016
-2.046251286     4.039396533
-0.2366509625     0.738881214
-2.27270424     -3.410427944
